,name,genres,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,,,,,
391,Timebends,{'Biography & Autobiography'},2013-11-01,656,https://play.google.com/store/books/details?id=abiKAgAAQBAJ&rdid=book-abiKAgAAQBAJ&rdot=1&source=gbs_api,17.99,4,5,NOT_MATURE,en,"The definitive memoir of Arthur Miller—the famous playwright of The Crucible, All My Sons, Death of a Salesman, A View from the Bridge, and other plays—Timebends reveals Miller’s incredible trajectory as a man and a writer. Born in 1915, Miller grew up in Harlem in the 1920s and 1930s, developed leftist political convictions during the Great Depression, achieved moral victory against McCarthyism in the 1950s, and became president of PEN International near the end of his life, fighting for writers’ freedom of expression. Along the way, his prolific output established him as one of the greatest writers of the twentieth century—he wrote twenty-two plays, various screenplays, short stories, and essays, and won the Pulitzer Prize in 1949 for Death of a Salesmanand the New York Drama Critics Circle Award in 1947 for All My Sons. Miller also wrote the screenplay for The Misfits, Marilyn Monroe’s final film. This memoir also reveals the incredible host of notables that populated his life, including Marilyn Monroe, Elia Kazan, Clark Gable, Sir Laurence Olivier, John F. Kennedy, and Mikhail Gorbachev. Leaving behind a formidable reputation in the worlds of theater, cinema, and politics, Arthur Miller died in 2005 but his memoir continues his legacy.",http://books.google.com/books/content?id=abiKAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Arthur Miller'},,,,,
392,Arthur Miller,{'Drama'},2012,823,,,,,NOT_MATURE,en,"This volume---the second on The Library of America's definitive edition of the works of Arthur Miller---offers an unprecedented look at the extraordinary middle phase of an essential American dramatist. Here are fourteen plays, from Broadway hits to previously unpublished rarities, that trace Miller's evolving genius as he experimented with new forms and themes. Included are After the Fall, a tour de force exploration of guilt, responsibility, and history that shocked the public with its apparent depiction of Miller's life with Marilyn Monroe; Incident at Vichy, a devastating one-act dramatizing the roundup of Jews in Vichy, France; The Price, an intimate drama about two brothers and their inheritance, Miller's biggest commercial success since Death of aSalesman; The Archbishop's Ceiling, a tense and intricately plotted exploration of creativity and the Cold War; Playing for Time, a groundbreaking teleplay based on the story of the Women's Orchestra of Auschwitz; and many more.",http://books.google.com/books/content?id=Q8RAXwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"{'Arthur Miller', 'Tony Kushner'}",,,,,
393,The Crucible in History and Other Essays,{'Drama'},2000-01,74,,,,,NOT_MATURE,en,"The great play The Crucible exposed the paranoia and suspicion that permeated American society during the Cold War. This collection of essays by Miller reveals the author's thinking, personal peril and despair at that crucial time.",http://books.google.com/books/content?id=zwZ9QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Arthur Miller'},,,,,
394,Doctors,{'Biography & Autobiography'},2011-10-19,544,https://play.google.com/store/books/details?id=hVePdRGsX2sC&rdid=book-hVePdRGsX2sC&rdot=1&source=gbs_api,12.99,1,1,NOT_MATURE,en,"From the author of How We Die, the extraordinary story of the development of modern medicine, told through the lives of the physician-scientists who paved the way. How does medical science advance? Popular historians would have us believe that a few heroic individuals, possessing superhuman talents, lead an unselfish quest to better the human condition. But as renowned Yale surgeon and medical historian Sherwin B. Nuland shows in this brilliant collection of linked life portraits, the theory bears little resemblance to the truth. Through the centuries, the men and women who have shaped the world of medicine have been not only very human, but also very much the products of their own times and places. Presenting compelling studies of great medical innovators and pioneers, Doctors gives us a fascinating history of modern medicine. Ranging from the legendary Father of Medicine, Hippocrates, to Andreas Vesalius, whose Renaissance masterwork on anatomy offered invaluable new insight into the human body, to Helen Taussig, founder of pediatric cardiology and co-inventor of the original ""blue baby"" operation, here is a volume filled with the spirit of ideas and the thrill of discovery.",http://books.google.com/books/content?id=hVePdRGsX2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
395,The Mysteries Within,{'Medical'},2001-03-06,286,,,3.5,2,NOT_MATURE,en,"A respected doctor offers a discussion of the traditions and folklore of medicine, focusing on the effort to understand the human body, and including anecdotes from his own medical career.",http://books.google.com/books/content?id=uSBaTVMTYvIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
396,Lost in America,{'Biography & Autobiography'},2007-12-18,224,https://play.google.com/store/books/details?id=4Xn1N6xlOtMC&rdid=book-4Xn1N6xlOtMC&rdot=1&source=gbs_api,6.99,4,1,NOT_MATURE,en,"A writer renowned for his insight into the mysteries of the body now gives us a lambent and profoundly moving book about the mysteries of family. At its center lies Sherwin Nuland’s Rembrandtesque portrait of his father, Meyer Nudelman, a Jewish garment worker who came to America in the early years of the last century but remained an eternal outsider. Awkward in speech and movement, broken by the premature deaths of a wife and child, Meyer ruled his youngest son with a regime of rage, dependency, and helpless love that outlasted his death. In evoking their relationship, Nuland also summons up the warmth and claustrophobia of a vanished immigrant New York, a world that impelled its children toward success yet made them feel like traitors for leaving it behind. Full of feeling and unwavering observation, Lost in America deserves a place alongside such classics as Patrimony and Call It Sleep.",http://books.google.com/books/content?id=4Xn1N6xlOtMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
397,Maimonides,{'Biography & Autobiography'},2008,235,,,4.5,2,NOT_MATURE,en,"A criritcal study of the twelfth-century philosopher and physician describes Maimonides's efforts to reconcile his rationationalist thinking and scientific knowledge with a faith in God, his remarkable influence as a Jew in a Muslim world, and the lasting legacy of his teachings. Reprint. 20,000 first printing.",http://books.google.com/books/content?id=kf9vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
398,"The Doctors' Plague: Germs, Childbed Fever, and the Strange Story of Ignac Semmelweis (Great Discoveries)",{'Biography & Autobiography'},2004-11-17,192,https://play.google.com/store/books/details?id=_Vh76QxRLBUC&rdid=book-_Vh76QxRLBUC&rdot=1&source=gbs_api,14.95,5,1,NOT_MATURE,en,"""Riveting"" (Houston Chronicle), ""captivating"" (Discover), and ""compulsively readable"" (San Francisco Chronicle). Surgeon, scholar, best-selling author, Sherwin B. Nuland tells the strange story of Ignác Semmelweis with urgency and the insight gained from his own studies and clinical experience. Ignác Semmelweis is remembered for the now-commonplace notion that doctors must wash their hands before examining patients. In mid-nineteenth-century Vienna, however, this was a subversive idea. With deaths from childbed fever exploding, Semmelweis discovered that doctors themselves were spreading the disease. While his simple reforms worked immediately—childbed fever in Vienna all but disappeared—they brought down upon Semmelweis the wrath of the establishment, and led to his tragic end.",http://books.google.com/books/content?id=_Vh76QxRLBUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
399,Leonardo Da Vinci,{'Biography & Autobiography'},2000,170,,,,,NOT_MATURE,en,Attempts to unlock the secret of the great Renaissance man's love of art and science.,http://books.google.com/books/content?id=xrk0AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Sherwin B. Nuland'},,,,,
400,The Art of Aging,{'Health & Fitness'},2007-02-27,320,https://play.google.com/store/books/details?id=H0EI2YNYB6IC&rdid=book-H0EI2YNYB6IC&rdot=1&source=gbs_api,9.99,3.5,6,NOT_MATURE,en,"In his landmark book How We Die, Sherwin B. Nuland profoundly altered our perception of the end of life. Now in The Art of Aging, Dr. Nuland steps back to explore the impact of aging on our minds and bodies, strivings and relationships. Melding a scientist’s passion for truth with a humanist’s understanding of the heart and soul, Nuland has created a wise, frank, and inspiring book about the ultimate stage of life’s journey. The onset of aging can be so gradual that we are often surprised to find that one day it is fully upon us. The changes to the senses, appearance, reflexes, physical endurance, and sexual appetites are undeniable–and rarely welcome–and yet, as Nuland shows, getting older has its surprising blessings. Age concentrates not only the mind, but the body’s energies, leading many to new sources of creativity, perception, and spiritual intensity. Growing old, Nuland teaches us, is not a disease but an art–and for those who practice it well, it can bring extraordinary rewards. “I’m taking the journey even while I describe it,” writes Nuland, now in his mid-seventies and a veteran of nearly four decades of medical practice. Drawing on his own life and work, as well as the lives of friends both famous and not, Nuland portrays the astonishing variability of the aging experience. Faith and inner strength, the deepening of personal relationships, the realization that career does not define identity, the acceptance that some goals will remain unaccomplished–these are among the secrets of those who age well. Will scientists one day fulfill the dream of eternal youth? Nuland examines the latest research into extending life and the scientists who are pursuing it. But ultimately, what compels him most is what happens to the mind and spirit as life reaches its culminating decades. Reflecting the wisdom of a long lifetime, The Art of Aging is a work of luminous insight, unflinching candor, and profound compassion.",http://books.google.com/books/content?id=H0EI2YNYB6IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
401,How We Live,{'Medical'},1998,395,,,,,NOT_MATURE,en,"Explores the vast mysteries of the human body, including its anatomy and physiology, systems, and dynamic modes of communication and response, and argues that the body's ability to work as a harmonious whole presupposes a human spirit inseparable from the body. Previously titled: The Wisdom of the Body. Reprint. 60,000 first printing.",http://books.google.com/books/content?id=f7RDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Sherwin B. Nuland'},,,,,
402,The Wisdom of the Body,"{'Body, Human'}",1997,395,,,5,1,NOT_MATURE,en,"Very few of us know much about the machinery and workings of our bodies. In an era when most educated people are up-to-date on such questions as gene research, or the male contraceptive pill, the depth of familiarity with our own organs (their structure and function) is surprisingly thin. Where is your spleen? And what does it do? And so forth. Sherwin Nuland's book explains the basic equipment of our body and shows how the human organism constructs its own strategies for survival. But Nuland goes much further than conventional biology. In writing the book, he became preoccupied by a question: what is the human spirit, and how does the structure and functioning of our physicals body explain it? He argues that the human spirit is as inseparable from the body as the mind is inseperable from the brain and results from the adaptive biological mechanisms that protect our species and perpetuate our existence. Written with the warmth, wit and intelligence that distinguished HOW WE DIE, Nuland's new book will became essential book for anyone who wants to understand how life keeps going.",http://books.google.com/books/content?id=ViG4AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Sherwin B. Nuland'},,,,,
