,first_name,last_name,on_tour,bestsellers,spotlight,image
124,Terry,Fallis,False,True,"<p>A two-time winner of the Stephen Leacock Medal for Humour, Terry Fallis is the award-winning author of six national bestselling novels, including his latest, <i>One Brother Shy</i>, all published by McClelland &amp; Stewart. <i>The Best Laid Plans</i> was the winner of the Leacock Medal for Humour in 2008, and CBC&rsquo;s Canada Reads in 2011. It was adapted as a six-part television miniseries, as well as a stage musical. <i>The High Road</i> was a Leacock Medal finalist in 2011. <i>Up and Down</i> was the winner of the 2013 Ontario Library Association Evergreen Award, and was a finalist for the 2013 Leacock Medal. His fourth novel, <i>No Relation</i>, was released in May 2014, debuted on the <i>Globe and Mail</i> bestsellers list, and won the 2015 Leacock Medal. His fifth, <i>Poles Apart</i>, hit bookstores in October 2015, was a <i>Globe and Mail</i> bestseller and a finalist for the 2016 Leacock Medal.&#160;<br> &#160;<br><i> One Brother Shy</i> was released in May 2017 and became an instant bestseller. The Canadian Booksellers Association named Terry Fallis the winner of the 2013 Libris Award as Author of the Year.&#160;<br> &#160;<br> Terry Fallis earned a Bachelor of Engineering degree from McMaster University and then spent several years working in federal and Ontario politics. In 1995, he co-founded Thornley Fallis, a full service communications and digital agency with offices in Toronto and Ottawa.<br> &#160;<br> He blogs at www.terryfallis.com and his twitter handle is @TerryFallis.</p>",https://images.randomhouse.com/author/92269
125,Faith,Ringgold,False,True,"<b>Faith Ringgold</b> is best known for her painted story quilts&mdash;art that combines painting, quilted fabric, and storytelling. Her first book,&nbsp;<i>Tar Beach,</i>&nbsp;was a Caldecott Honor Book and winner of the Coretta Scott King Award for Illustration, among numerous other honors. She has written and illustrated many children&rsquo;s books.",https://images.randomhouse.com/author/25610
126,Lisa,Margonelli,False,True,"<b>Lisa Margonelli </b>has written for publications including the <i>San Francisco Chronicle, Wired, Business 2.0, Discover</i>, and <i>Jane</i>. The recipient of a Sundance Institute Fellowship in Nonfiction and an excellence in journalism award from the Northern California Society of Professional Journalists, she is currently an Irvine Fellow at The New American Foundation. She lives in Oakland, California.",https://images.randomhouse.com/author/57873
127,Gillian,Flynn,False,True,"<b>Gillian Flynn</b>&nbsp;is the author of the runaway hit&nbsp;<i>Gone Girl</i>, an international sensation that has spent more than&nbsp;95 weeks on the&nbsp;<i>New York Times</i>&nbsp;bestseller list. Her work has been published in&nbsp;40 languages.<i>&nbsp;Gone Girl</i>&nbsp;is a major motion picture from Twentieth Century-Fox. Flynn&rsquo;s previous novels,&nbsp;<i>Dark Places</i>&nbsp;and Dagger Award winner&nbsp;<i>Sharp Objects</i>, were also&nbsp;<i>New York Times</i>&nbsp;bestsellers. A former writer and critic for&nbsp;<i>Entertainment Weekly</i>, she lives in Chicago with her husband and children.",https://images.randomhouse.com/author/70462
128,Rich,Wallace,False,True,"<b>Rich Wallace</b> is the author of several books set in Sturbridge, Pennsylvania, including&nbsp;<i>Wrestling Sturbridge</i>, an ALA Top Ten Best Book for Young Adults;&nbsp;<i>Shots on Goal</i>;&nbsp;<i>Losing Is Not an Option</i>; and&nbsp;<i>Playing Without the Ball.</i>",https://images.randomhouse.com/author/32338
129,Namwali,Serpell,False,True,"<b>Namwali Serpell</b>&#160;is a Zambian writer who teaches at the University of California, Berkeley. She received a Rona Jaffe Foundation Writers&rsquo; Award for women writers&#160;and was selected for the Africa 39, a&#160;Festival project to identify the best African writers under 40. She won the&#160;Caine Prize for African Writing&#160;and the&#160;Windham-Campbell Prize for Fiction.&#160;<i>The Old Drift</i>&#160;is her first novel.",https://images.randomhouse.com/author/2135532
130,Richard,Ford,False,True,"<b>Richard Ford</b> is the author of six novels and three collections of stories. He was awarded the Pulitzer Prize and the PEN/Faulkner Award for&nbsp;<i>Independence Day</i>&nbsp;and the PEN/Malamud Award for excellence in short fiction. He lives in New York and Maine. Ford's best known titles are&nbsp;<i>The Sportswriter</i>,&nbsp;<i>Independence Day</i>,&nbsp;<i>The Lay of the Land</i>,&nbsp;and&nbsp;<i>Let Me Be Frank with You.&nbsp;</i>",https://images.randomhouse.com/author/9005
131,Myla,Goldberg,False,True,"<b>Myla Goldberg</b>&#160;is the author of several books, including&#160;<i>The False Friend,</i>&#160;<i>Wickett&rsquo;s Remedy,&#160;</i>and the bestselling, critically acclaimed&#160;<i>Bee Season</i>, which was widely translated and adapted to film. She lives in Brooklyn, New York.",https://images.randomhouse.com/author/10354
132,Hilary,Spurling,False,True,"<p>HILARY SPURLING is the author of numerous biographies, including&#160;<i>Ivy When Young: The Early Life of Ivy Compton-Burnett 1884-1919; Paul Scott: A Life;&#160;</i>a two-volume biography of Matisse,&#160;<i>The Unknown Matisse&#160;</i>and<i>&#160;Matisse the Master</i>&#160;(also published in the abridged single-volume&#160;<i>Matisse: The Life</i>); and&#160;<i>Burying the Bones.&#160;</i>She won the Rose Mary Crawshay Prize and the Duff Cooper Prize for&#160;<i>Ivy When Young,&#160;</i>the Whitbread Book of the Year Award for&#160;<i>Matisse the Master,&#160;</i>and the James Tait Black Memorial Prize for&#160;<i>Burying the Bones.</i>&#160;She grew up in Bristol and studied at the University of Oxford. From 1964 to 1970 she was Theatre Critic and Literary Editor of the&#160;<i>Spectator,</i>&#160;and since then she has been a regular book reviewer for the&#160;<i>Observer&#160;</i>and the&#160;<i>Daily Telegraph.</i>&#160;In 2016 she won the Biographers' Club Lifetime Achievement Award.</p>",https://images.randomhouse.com/author/29362
133,Hudson,Talbott,False,True,"<b>Hudson Talbott</b>&nbsp;has written and illustrated more than 20 children&rsquo;s books, including&nbsp;Newbery Honor winner&nbsp;<i>Show Way&nbsp;</i>(by Jacqueline Woodson),&nbsp;ALA Notable Book and VOYA Honor Book&nbsp;<i>Leonardo&rsquo;s Horse&nbsp;</i>(by Jean Fritz), and&nbsp;<i>We're Back! A Dinosaur's Story</i>, which was adapted into an animated film by Steven Spielberg. He lives in the Hudson Valley of New York and in New York City.",https://images.randomhouse.com/author/30500
134,Cassandra,Morris,False,True,"<b>Cassandra Morris</b>&#160;can be seen and heard on television and radio. She is the voice of Lola on the cartoon series&#160;<i>Angelo Rules</i>, has been nominated for an Audie Award for audiobook narration, and has appeared in national commercials. She has done sketch comedy on <i>Late Show with David Letterman</i> and HBO, and studies improv at Upright Citizens Brigade Theatre.",https://images.randomhouse.com/author/70467
135,Julia,Child,False,True,"Julia Child was born in Pasadena, California, in 1912. She graduated from Smith College and worked for the OSS during World War II. She married Paul Child and they moved to Paris, where she studied at the Cordon Bleu. In Paris, she taught cooking with Simone Beck and Louisette Bertholle, with whom she wrote the first volume of&#160;<i>Mastering the Art of French Cooking&#160;</i>(1961). In 1963, Boston&rsquo;s WGBH launched&#160;<i>The French Chef&#160;</i>television series, which made Julia Child a national celebrity, earning her the Peabody Award in 1964 and an Emmy in 1966, the first of several. After a more than fifty-year career as an author, teacher, and advocate for home cooking, including numerous public television series and best-selling cookbooks, she remains a beloved&#160;culinary icon. In 2002, her Cambridge, Massachusetts, kitchen, featured in many of her television series, was displayed at the Smithsonian&rsquo;s National Museum of American History, where it now anchors the museum&rsquo;s first major exhibit on food history. She was awarded the French Legion of Honor in 2000 and the U.S. Presidential Medal of Freedom in 2003 for her contributions to French and American culture. She died in Santa Barbara, California, in 2004, two days before her ninety-second birthday. Since then, the Julia Child Foundation for Gastronomy and the Culinary Arts, which Julia established before she died, has continued her legacy, by educating and encouraging others to cook, eat, and drink well, through grants and by presenting the annual Julia Child Award.",https://images.randomhouse.com/author/4837
136,James,Romm,False,True,"<p><b>James Romm</b> is the James H. Ottaway Jr. Professor of Classics at Bard College and author of several books, including <i>Dying Every Day: Seneca at the Court of Nero</i> and<i> Ghost on the Throne: The Death of Alexander the Great and the War for Crown and Empire</i>. He has edited numerous translations of ancient Greek texts, including the <i>Anabasis</i> of Arrian for the volume <i>The Campaigns of Alexander</i> in the distinguished Landmark Series of Ancient Historians.</p>",https://images.randomhouse.com/author/94147
137,Gideon,Defoe,False,True,"<b>Gideon Defoe </b>is the author of <i>The Pirates! In An Adventure With Scientists, The Pirates! In An Adventure With Ahab, The Pirates! In an Adventure with Communists, </i>and <i>The Pirates! In an Adventure with Napoleon.</i> You could be forgiven for thinking that he is a bit of a one-trick pony.&#160; He lives in London.<br><br>www.gideondefoe.com",https://images.randomhouse.com/author/59918
138,Helen,Fielding,False,True,"<b>Helen Fielding</b> is the author of&nbsp;<i>Bridget Jones's Diary</i>,&nbsp;<i>Bridget Jones: The Edge of Reason</i>, <i>Bridget Jones: Mad About the Boy</i>, and <i>Bridget Jones's Baby: The Diaries. </i>She was part of the screenwriting team on the associated movies.&nbsp;She has two children and lives in London and Los Angeles.",https://images.randomhouse.com/author/8633
139,Candice,Millard,False,True,<b>Candice Millard</b> is the author of the&nbsp;<i>New York Times&nbsp;</i>bestsellers&nbsp;<i>The River of Doubt</i>&nbsp;and&nbsp;<i>Destiny of the Republic</i>. Her book <i>Hero of the Empire</i> was named Amazon's number one history book of 2016. She lives in Kansas City with her husband and three children.<b>&nbsp; &nbsp;</b>,https://images.randomhouse.com/author/58032
140,Donald,Justice,False,True,"Donald Justice was born in Miami, Florida, in 1925. A graduate of The University of Miami, he attended the universities of North Carolina, Stanford, and Iowa. His books include <b>New and Selected Poems</b>; <b>A Donald Justice Reader</b> (1991); <b>The Sunset Maker</b> (1987), a collection of poems, stories and a memoir; <b>Selected Poems</b> (1979), for which he won the Pulitzer Prize; <b>Departures</b> (1973); <b>Night Light</b> (1967); and <b>The Summer Anniversaries</b> (1959), which received the Academy's Lamont Poetry Selection. He held teaching positions at Syracuse University, The University of California at Irvine, Princeton University, The University of Virginia, and The University of Iowa, and from 1982 until his retirement in 1992, he taught at the University of Florida, Gainesville. He won the Bollingen Prize in Poetry in 1991 and received grants in poetry from the Guggenheim Foundation, the Rockefeller Foundation, and the National Endowment for the Arts. He was elected a Chancellor of The Academy of American Poets in 1997.  He lived with his wife in Iowa City until his death in August of 2004. The whole of his career is published in a final book, <b>Collected Poems</b>.",https://images.randomhouse.com/author/14919
